Satisfaction,Age,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Arrival Delay in Minutes,Female,Male,Disloyal Customer,Loyal Customer,Business Travel,Personal Travel,Business,Eco,Eco Plus
0,35,3814,3,3,3,3,3,4,5,5,5,5,5,3,5,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,16,2007,3,3,3,4,4,3,4,4,3,5,4,3,4,4,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,47,2914,3,3,3,3,5,4,4,4,4,4,4,3,4,3,17.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,59,1014,4,3,3,3,4,4,4,4,1,5,4,2,3,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,36,2035,4,4,4,3,4,4,4,4,5,1,5,3,3,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,62,277,3,1,3,3,5,4,4,3,3,3,3,1,3,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,43,2548,3,3,3,3,2,4,5,4,4,4,4,4,4,5,106.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,55,476,3,3,3,3,2,4,4,5,5,5,5,3,5,4,106.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,7,1443,4,4,4,2,4,4,4,4,3,2,5,5,5,4,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,32,3074,4,4,4,4,4,5,4,4,4,3,2,1,4,4,4.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,58,2598,3,3,2,3,5,4,5,2,2,2,2,3,2,4,63.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,8,1440,3,3,3,4,4,3,4,4,1,4,4,4,4,4,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,58,2509,5,5,5,5,3,4,5,4,4,4,4,4,4,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,64,2753,1,1,1,1,3,2,4,3,3,4,5,4,3,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,41,3428,5,5,5,5,4,5,5,5,5,5,5,4,5,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,62,3440,3,3,3,3,3,4,4,3,3,3,3,2,3,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,41,3014,1,1,1,1,3,4,4,5,5,5,5,3,5,4,8.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,40,1694,4,5,4,3,3,4,3,3,2,5,5,5,2,3,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,23,2337,5,3,3,3,5,5,4,5,4,2,4,5,4,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,49,2484,5,5,5,5,3,5,5,4,4,4,4,4,4,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,49,1836,4,4,4,2,3,4,3,3,4,2,5,4,5,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,55,3298,2,2,2,2,5,5,5,4,4,4,4,5,4,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,18,1633,5,4,5,1,2,5,2,2,5,5,4,5,5,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,34,2471,5,5,5,5,4,4,5,5,5,5,5,2,5,4,18.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,42,2898,4,4,4,4,5,5,5,5,5,5,5,4,5,5,7.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,48,67,5,3,5,5,1,5,4,5,5,5,5,1,5,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0,80,589,2,2,2,3,3,5,3,2,2,2,2,3,2,5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,56,645,5,5,5,5,3,5,4,5,5,5,5,3,5,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,67,1857,1,4,4,4,4,3,4,1,1,1,1,4,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,38,1970,3,0,3,1,3,3,3,3,1,2,5,5,1,3,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,56,357,5,5,5,5,3,5,5,5,5,5,5,5,5,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,68,1788,4,4,0,1,1,0,1,1,3,2,4,5,4,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,57,827,5,3,2,2,5,2,5,5,5,5,5,2,5,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,48,1246,3,3,3,3,4,4,4,4,4,4,4,3,4,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,44,2012,2,3,3,3,3,3,4,2,2,2,2,2,2,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,25,2186,1,4,1,3,2,1,2,2,4,5,4,1,4,2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,38,1962,3,4,2,3,2,2,2,2,4,2,4,2,3,2,50.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,49,3409,2,2,2,2,2,4,5,3,3,2,3,3,3,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,52,3427,2,5,2,4,2,4,4,3,3,4,4,4,5,4,314.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,40,1825,1,1,1,4,5,1,5,5,3,2,3,1,3,5,39.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,16,1694,2,2,2,4,1,2,1,1,4,2,4,3,4,1,12.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,49,309,2,1,1,1,5,4,3,2,2,2,2,2,2,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,17,2039,2,4,2,3,2,1,1,2,1,3,4,1,2,1,151.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,48,266,2,3,2,2,2,2,5,5,5,5,5,3,5,2,11.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,30,3565,5,5,5,5,5,5,5,5,2,3,3,4,2,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,31,2091,2,2,2,3,2,2,2,2,1,1,2,2,3,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,46,2966,3,1,3,4,3,3,4,3,1,1,3,3,3,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,38,1308,4,2,4,4,2,4,2,2,3,3,4,1,4,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,23,2305,4,4,4,1,2,4,2,2,4,5,5,4,5,2,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,46,366,3,3,3,3,5,4,4,4,4,4,4,5,4,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,41,1842,3,5,3,3,3,3,3,3,4,5,5,5,5,3,33.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,27,1923,2,0,2,2,3,2,3,3,4,3,3,1,4,3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,37,1791,3,3,3,3,5,3,5,5,1,3,4,1,3,5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,30,3673,4,5,5,1,5,5,5,5,2,4,4,5,3,5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,23,2570,5,4,5,3,5,5,5,5,4,3,5,4,4,5,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,28,1435,4,2,4,4,3,4,3,3,1,5,3,4,4,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1,61,4013,3,3,3,3,2,4,3,3,3,3,3,2,3,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,42,1324,3,1,3,3,2,3,2,2,4,5,2,4,2,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,62,767,5,5,5,5,5,2,3,5,5,5,5,1,5,5,117.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,59,489,4,4,4,4,2,4,5,4,4,4,4,5,4,5,40.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,44,4313,2,2,2,2,2,2,2,4,2,3,2,2,4,2,43.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,43,2340,3,5,3,1,5,3,5,5,5,1,5,5,1,5,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,55,620,2,1,2,1,3,4,3,2,2,2,2,5,2,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,16,2140,4,4,4,4,5,5,5,5,3,4,5,4,4,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,48,1404,4,4,4,4,5,3,2,4,4,5,4,3,4,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,27,937,4,5,4,1,3,4,3,3,5,2,4,5,4,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,17,2100,2,4,2,1,1,2,5,1,3,2,4,5,4,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,53,2456,1,1,1,1,4,2,3,4,4,4,4,4,4,5,43.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,50,3293,4,4,4,3,4,4,4,4,3,5,4,3,4,4,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,68,2059,2,2,2,4,3,2,3,3,3,4,5,4,5,3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,45,262,0,0,0,2,4,4,5,4,4,4,4,4,4,3,4.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,25,2126,0,0,0,2,5,4,4,5,5,5,5,3,5,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,58,1097,3,4,3,2,5,3,1,5,3,5,5,3,5,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,62,2697,1,4,1,4,4,1,4,4,5,2,5,3,4,4,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,27,2155,2,2,3,2,5,5,5,5,5,3,4,3,5,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,65,4850,3,4,4,4,2,3,3,4,1,4,3,3,1,3,140.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,38,1835,4,4,4,4,5,4,5,5,5,5,4,4,5,5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,46,911,4,5,4,4,3,3,3,5,5,4,5,1,5,3,10.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,32,1789,1,1,1,1,4,4,4,4,5,4,3,3,3,4,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,55,912,4,4,4,3,4,4,5,4,5,3,4,5,1,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,59,2303,2,4,4,4,2,2,2,2,4,3,3,1,3,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,72,3854,3,2,2,2,5,3,4,3,3,3,3,4,3,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,49,434,4,2,2,2,5,4,4,4,4,4,4,2,4,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1,64,2316,1,5,1,3,2,1,2,2,5,5,4,4,4,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,37,3305,1,1,1,4,2,1,2,2,2,5,3,3,3,2,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0,46,331,3,3,3,3,3,5,5,4,4,4,4,4,4,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,58,944,5,3,3,3,4,3,5,5,5,5,5,1,5,3,17.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1,53,857,3,5,5,5,1,4,3,3,3,3,3,2,3,1,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,24,2007,2,2,1,2,4,4,4,5,5,4,5,3,5,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,53,1750,5,3,5,3,5,5,5,5,4,3,4,4,3,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,58,279,3,0,3,2,3,5,4,2,2,3,2,4,2,4,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1,17,1683,3,5,3,3,3,3,1,3,2,3,4,4,3,3,85.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1,33,1663,4,4,4,4,1,4,1,1,3,4,3,4,4,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,54,1490,5,5,5,5,5,5,4,4,4,4,4,3,4,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,30,2054,2,2,2,3,4,2,3,4,2,3,3,3,3,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,77,1543,1,0,1,5,1,1,1,1,4,3,5,1,3,1,15.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,43,2759,1,4,0,1,4,0,5,4,5,4,4,5,4,4,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,47,2942,1,1,1,1,4,4,5,4,4,4,4,4,4,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,68,1679,3,5,3,3,1,3,1,1,5,5,5,3,4,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,57,502,4,4,4,4,2,4,4,5,5,4,5,4,5,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,55,380,2,2,2,2,4,5,4,5,5,5,5,5,5,3,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,36,1276,1,1,1,4,3,1,3,3,4,1,4,1,3,3,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,49,3699,2,2,2,2,4,4,4,4,4,4,4,4,4,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,31,2325,3,3,3,3,2,2,2,2,5,3,3,3,5,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,28,2786,1,1,1,4,3,1,3,3,2,2,4,3,4,3,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,40,1891,2,2,2,2,4,4,4,4,4,4,4,4,4,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,52,424,4,4,4,4,1,1,1,4,4,4,4,5,4,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,39,2460,2,2,2,4,5,2,5,5,2,2,4,3,3,5,25.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,12,4460,3,3,4,3,2,2,2,2,3,4,5,1,5,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,28,1896,5,5,5,5,5,5,5,5,3,5,2,4,3,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,49,1650,3,5,3,5,3,3,3,3,3,2,5,5,5,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,58,487,1,1,1,1,3,5,5,4,4,4,4,3,4,4,39.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,22,2567,3,3,3,3,5,5,5,5,1,2,2,4,1,5,15.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,40,2479,4,4,4,4,4,5,5,3,3,3,3,5,3,3,105.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,65,352,5,1,1,1,5,5,3,5,2,1,3,2,1,5,21.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,50,2125,2,2,2,3,3,2,4,3,4,3,3,4,3,3,96.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,69,1026,5,4,5,2,5,5,5,1,1,4,1,5,1,3,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1,25,1309,2,0,2,2,3,2,3,3,5,4,1,3,3,3,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,59,974,2,2,0,3,2,0,2,2,4,3,3,1,4,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,58,1704,1,4,4,4,5,3,2,1,1,1,1,1,1,3,40.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,32,1367,3,4,3,5,2,3,1,2,4,4,5,2,5,2,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,35,2585,5,4,4,4,5,5,5,5,3,3,2,3,4,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1,45,289,3,4,4,4,4,2,2,2,2,3,2,1,2,3,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,13,2024,5,3,5,1,5,5,5,5,1,2,5,3,4,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,35,1325,3,3,3,3,2,5,5,4,4,4,4,3,4,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,29,3258,4,4,4,4,4,4,4,4,4,5,5,3,4,4,35.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,37,1460,3,1,3,3,1,3,1,1,4,1,3,1,3,1,15.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,36,738,2,4,2,2,2,5,4,5,5,5,5,4,5,5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,55,3292,2,2,2,3,1,2,1,1,5,2,4,4,5,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,51,525,5,5,5,5,2,4,5,5,5,5,5,3,5,5,29.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,24,1067,0,0,0,5,2,0,2,2,3,2,4,4,4,2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,47,2471,3,3,3,3,5,5,5,4,4,5,4,4,4,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,52,3268,3,5,5,5,4,3,4,3,3,3,3,2,3,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,36,2084,5,5,4,5,3,5,5,5,5,4,5,3,5,3,5.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,26,2531,5,5,5,5,3,2,3,4,4,4,5,3,4,2,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,41,1408,5,5,5,5,4,5,4,4,3,3,4,3,5,4,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,58,1670,4,4,4,4,2,4,4,4,4,4,4,4,4,4,16.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,42,3282,0,0,0,4,5,3,4,3,3,3,3,5,3,3,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,30,1533,5,2,5,5,5,5,5,5,1,3,1,2,1,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,22,1873,4,1,4,4,1,4,4,1,2,4,3,1,3,1,22.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,13,2533,3,2,3,3,3,1,1,1,1,3,4,1,2,1,424.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,40,1601,1,1,1,1,5,5,4,4,4,4,4,5,4,3,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,35,1940,3,5,3,3,4,3,4,4,1,2,3,2,4,4,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,39,3185,1,1,1,1,2,4,5,5,5,5,5,5,5,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,19,2020,3,4,3,3,1,3,1,1,1,4,4,2,4,1,25.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,25,1946,2,4,2,3,2,2,1,2,5,2,4,5,4,2,22.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,29,1581,4,5,5,5,3,5,4,4,4,4,4,5,4,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,50,3634,4,4,4,4,2,5,5,4,4,4,5,4,4,3,26.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,20,2358,2,2,2,2,4,2,4,4,3,3,3,1,3,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,15,1773,2,4,5,1,3,5,3,3,5,2,4,5,5,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,54,575,4,1,4,4,4,4,4,3,3,4,3,3,3,4,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,9,2715,5,4,5,3,3,5,1,3,3,5,4,5,5,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0,39,3725,1,1,1,1,2,5,4,2,2,2,2,5,2,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,57,1998,2,2,2,2,3,5,5,5,5,5,5,3,5,5,34.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,53,559,3,4,4,4,3,3,4,3,3,3,3,3,3,2,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,15,1664,2,4,3,2,3,3,3,3,5,4,4,3,4,3,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,23,2433,0,5,0,5,3,0,1,3,4,3,4,5,1,3,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0,40,1767,4,3,3,3,4,4,4,4,2,2,2,3,3,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,66,1249,5,5,5,5,5,5,5,5,5,2,3,4,4,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,52,2147,4,5,5,5,4,4,4,4,1,3,5,1,4,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,47,2310,4,4,4,4,3,5,4,4,4,5,4,5,4,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,49,2433,2,2,2,2,5,4,5,4,4,4,4,5,4,4,4.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,53,1364,2,2,3,2,5,5,4,4,4,5,4,3,4,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,54,3188,4,4,4,4,4,1,4,4,4,4,4,5,4,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,27,2743,0,3,0,2,4,0,4,4,1,2,2,4,3,4,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,31,3028,2,2,4,2,4,4,4,4,5,4,5,3,3,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,47,1680,2,4,3,4,4,3,3,3,3,3,2,4,3,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,17,1155,1,1,2,3,4,2,4,4,3,4,3,4,3,4,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0,43,413,5,5,5,1,4,5,5,5,5,5,3,4,5,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,25,1525,2,5,2,3,2,2,2,2,5,2,5,3,5,2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,48,487,3,1,1,1,1,4,3,3,3,3,3,2,3,3,31.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,48,1987,4,5,2,2,4,2,4,4,2,1,5,4,3,4,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,53,216,0,5,1,5,5,5,4,2,2,2,2,5,2,5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,26,1791,0,0,0,1,2,0,2,2,4,4,5,5,4,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,47,2970,2,4,2,3,2,2,2,2,3,3,4,3,5,2,23.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,47,305,4,3,3,3,2,4,2,4,4,4,4,2,4,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0,27,1678,4,4,4,4,4,4,4,4,1,3,3,5,5,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,23,3072,3,4,4,4,3,3,3,3,1,4,3,3,2,3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,55,1085,5,5,4,4,2,5,4,2,2,4,2,4,2,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,69,1295,1,1,4,1,3,5,5,4,4,5,4,4,4,5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0,41,1949,3,3,3,3,2,4,4,4,4,4,4,5,4,4,30.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
1,64,3889,3,4,4,4,3,4,3,3,3,3,3,4,3,4,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0,46,432,3,3,3,3,2,2,3,5,5,5,5,1,5,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,38,1441,2,2,2,3,4,2,4,4,3,2,4,1,4,4,17.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
